EMPLOYEE_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE_NUMBER,HIRE_DATE,JOB_ID,SALARY,MANAGER_ID,DEPARTMENT_ID
138,Stephen,Stiles,SSTILES,650.121.2034,01/11/2020,ST_CLERK,3200,123,50
139,John,Seo,JSEO,650.121.2019,04/29/2020,ST_CLERK,2700,123,50
140,Joshua,Patel,JPATEL,650.121.1834,06/21/2020,ST_CLERK,2500,123,50
141,Trenna,Rajs,TRAJS,650.121.8009,01/01/2018,ST_CLERK,3500,124,50
142,Curtis,Davies,CDAVIES,650.121.2994,04/16/2019,ST_CLERK,3100,124,50
143,Randall,Matos,RMATOS,650.121.2874,05/30/2020,ST_CLERK,2600,124,50
144,Peter,Vargas,PVARGAS,650.121.2004,09/23/2020,ST_CLERK,2500,124,50
145,John,Russell,JRUSSEL,011.44.1344.429268,12/17/2018,SA_MAN,14000,100,80
146,Karen,Partners,KPARTNER,011.44.1344.467268,03/23/2019,SA_MAN,13500,100,80
147,Alberto,Errazuriz,AERRAZUR,011.44.1344.429278,05/26/2019,SA_MAN,12000,100,80
148,Gerald,Cambrault,GCAMBRAU,011.44.1344.619268,12/30/2021,SA_MAN,11000,100,80
149,Eleni,Zlotkey,EZLOTKEY,011.44.1344.429018,04/15/2022,SA_MAN,10500,100,80
150,Peter,Tucker,PTUCKER,011.44.1344.129268,04/17/2019,SA_REP,10000,145,80
151,David,Bernstein,DBERNSTE,011.44.1344.345268,06/09/2019,SA_REP,9500,145,80
152,Peter,Hall,PHALL,011.44.1344.478968,11/05/2019,SA_REP,9000,145,80
153,Christopher,Olsen,COLSEN,011.44.1344.498718,06/14/2020,SA_REP,8000,145,80
154,Nanette,Cambrault,NCAMBRAU,011.44.1344.987668,02/23/2021,SA_REP,7500,145,80
155,Oliver,Tuvault,OTUVAULT,011.44.1344.486508,02/07/2022,SA_REP,7000,145,80
156,Janette,King,JKING,011.44.1345.429268,04/16/2018,SA_REP,10000,146,80
